created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2023-02-01T17:26:35Z,1620836018781040600,1620836018781040645,"¡Junto a @marcelaguinaga te invitamos a nuestro GRAN CIERRE DE CAMPAÑA!
Ven a disfrutar de buena música, premios y sorpresas, para celebrar el CAMBIO que llega a Guayaquil y a Guayas. Además, nos acompañará el @MashiRafael.
Mañana, 2 de febrero, 16:00 en el Cristo del Consuelo. https://t.co/6dt1sK5ban","¡Junto a @marcelaguinaga te invitamos a nuestro GRAN CIERRE DE CAMPAÑA!
Ven a disfrutar de buena música, premios y sorpresas, para celebrar el CAMBIO que llega a Guayaquil y a Guayas. Además, nos acompañará el @MashiRafael.
Mañana, 2 de febrero, 16:00 en el Cristo del Consuelo. https://t.co/6dt1sK5ban",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,432,1120,FALSE,NA,FALSE,NA,es,FALSE,NA,278,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-01T14:38:44Z,1620793777668632600,1620793777668632576,"¡Somos gente nueva y VAMOS POR EL CAMBIO! 👏🏼 
Recorrimos Bastión Popular, junto a @marcelaguinaga, donde los guayaquileños quieren vivir en una ciudad de paz y con dignidad; por eso, este 5 de febrero, votarán por el cambio, por la lista 5
#AquilesAlcalde https://t.co/VPWcLsYEqz","¡Somos gente nueva y VAMOS POR EL CAMBIO! 👏🏼 
Recorrimos Bastión Popular, junto a @marcelaguinaga, donde los guayaquileños quieren vivir en una ciudad de paz y con dignidad; por eso, este 5 de febrero, votarán por el cambio, por la lista 5
#AquilesAlcalde https://t.co/VPWcLsYEqz",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,110,316,FALSE,NA,FALSE,NA,es,FALSE,NA,255,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-01T14:10:24Z,1620786647846748200,1620786647846748160,"Nosotros somos los únicos candidatos que representamos el cambio de verdad, con propuestas reales. Este 5 de febrero, vota con el corazón y piensa en el futuro que quieres dejarle a tus hijos y a tu familia.
¡Vota 5, vota por el cambio! 
#AquilEsRC5 #AquilesAlcalde @MashiRafael https://t.co/sny88m04qA","Nosotros somos los únicos candidatos que representamos el cambio de verdad, con propuestas reales. Este 5 de febrero, vota con el corazón y piensa en el futuro que quieres dejarle a tus hijos y a tu familia.
¡Vota 5, vota por el cambio! 
#AquilEsRC5 #AquilesAlcalde @MashiRafael https://t.co/sny88m04qA",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,333,865,FALSE,NA,FALSE,NA,es,FALSE,NA,278,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-01T02:37:07Z,1620612179216175e3,1620612179216175105,"Este 5 de febrero es el primer paso para volver a tener autoridades capaces de proteger la vida de nuestras familias. ¡Ecuador entero quiere un cambio!
#VolvamosASerPatria
#VotaTodo5 @MashiRafael https://t.co/6nGqcGLLUI","Este 5 de febrero es el primer paso para volver a tener autoridades capaces de proteger la vida de nuestras familias. ¡Ecuador entero quiere un cambio!
#VolvamosASerPatria
#VotaTodo5 @MashiRafael https://t.co/6nGqcGLLUI",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,187,397,FALSE,NA,FALSE,NA,es,FALSE,NA,195,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-01T01:31:11Z,1620595585131876400,1620595585131876353,"¡El arte, la cultura y el deporte serán fundamentales en mi Alcaldía! 💪🏼
Impulsaremos las prácticas deportivas, como el BMX, para que niños y jóvenes puedan desarrollar su talento y así, evitar que tomen malos caminos. 
Este 5 de febrero, a #VotarTodo5 por el cambio de verdad. https://t.co/moFbUOocvo","¡El arte, la cultura y el deporte serán fundamentales en mi Alcaldía! 💪🏼
Impulsaremos las prácticas deportivas, como el BMX, para que niños y jóvenes puedan desarrollar su talento y así, evitar que tomen malos caminos. 
Este 5 de febrero, a #VotarTodo5 por el cambio de verdad. https://t.co/moFbUOocvo",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,124,334,FALSE,NA,FALSE,NA,es,FALSE,NA,277,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-01T00:02:46Z,1620573332910514200,1620573332910514178,"Guayaquil está enferma y tenemos autoridades insensibles ante la violencia que sufren las familias guayaquileñas, día a día. Por eso, el 5 de febrero, los guayaquileños en las urnas van a mostrar el respaldo hacia el cambio.
#VotaTodo5 #AquilEsRC5 @MashiRafael https://t.co/dYVcinCm0n","Guayaquil está enferma y tenemos autoridades insensibles ante la violencia que sufren las familias guayaquileñas, día a día. Por eso, el 5 de febrero, los guayaquileños en las urnas van a mostrar el respaldo hacia el cambio.
#VotaTodo5 #AquilEsRC5 @MashiRafael https://t.co/dYVcinCm0n",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,370,927,FALSE,NA,FALSE,NA,es,FALSE,NA,260,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-31T16:50:43Z,1620464607390503e3,1620464607390502912,"Dialogamos en @RadioElite997 sobre el apoyo que recibimos, día a día, por parte de los guayaquileños en cada uno de nuestros recorridos. El 5 de febrero, los guayaquileños, elegirán el cambio lleno de seguridad, bienestar, oportunidades y bienestar para todos. #VotaTodito5 https://t.co/rj9Oc5umiF","Dialogamos en @RadioElite997 sobre el apoyo que recibimos, día a día, por parte de los guayaquileños en cada uno de nuestros recorridos. El 5 de febrero, los guayaquileños, elegirán el cambio lleno de seguridad, bienestar, oportunidades y bienestar para todos. #VotaTodito5 https://t.co/rj9Oc5umiF",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,114,295,FALSE,NA,FALSE,NA,es,FALSE,NA,273,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-31T00:40:51Z,1620220530203967500,1620220530203967489,"Por todos los comerciantes que han sufrido maltrato, por cada mujer que ha soportado algún tipo de violencia; por los jóvenes que no tienen oportunidades; y por las familias que viven con miedo y zozobra, por ellos y por ti, este 5, VOTA TODO 5. 
#AquilesAlcalde #PoderDelCambio https://t.co/w9zakEoMpd","Por todos los comerciantes que han sufrido maltrato, por cada mujer que ha soportado algún tipo de violencia; por los jóvenes que no tienen oportunidades; y por las familias que viven con miedo y zozobra, por ellos y por ti, este 5, VOTA TODO 5. 
#AquilesAlcalde #PoderDelCambio https://t.co/w9zakEoMpd",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,581,1315,FALSE,NA,FALSE,NA,es,FALSE,NA,278,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T23:10:50Z,1620197876977787e3,1620197876977786881,"En @RtpEcuador ratifiqué mi compromiso de priorizar la inversión en los barrios olvidados. Este 5 de febrero, llegan nuevos días llenos de bienestar y dignidad para todas y todos.
#AquilEsRC5 #AquilesAlcalde https://t.co/ikuReWZxOv","En @RtpEcuador ratifiqué mi compromiso de priorizar la inversión en los barrios olvidados. Este 5 de febrero, llegan nuevos días llenos de bienestar y dignidad para todas y todos.
#AquilEsRC5 #AquilesAlcalde https://t.co/ikuReWZxOv",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,90,271,FALSE,NA,FALSE,NA,es,FALSE,NA,207,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T16:41:22Z,1620099865668907e3,1620099865668907014,"¡Posorja, Tenguel, El Morro, Progreso y Puná se unen al cambio! 👏🏼
Las familias de la zona rural están cansadas de vivir en el olvido y saben que el 5 de febrero su futuro va a CAMBIAR. Voy a trabajar por el bienestar de cada rincón de mi Guayaquil. #AquilesAlcalde #VotaTodo5 https://t.co/7R1lEXx20e","¡Posorja, Tenguel, El Morro, Progreso y Puná se unen al cambio! 👏🏼
Las familias de la zona rural están cansadas de vivir en el olvido y saben que el 5 de febrero su futuro va a CAMBIAR. Voy a trabajar por el bienestar de cada rincón de mi Guayaquil. #AquilesAlcalde #VotaTodo5 https://t.co/7R1lEXx20e",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,181,402,FALSE,NA,FALSE,NA,es,FALSE,NA,276,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T15:04:54Z,1620075587686760400,1620075587686760448,"Arrancamos la semana con un encuentro informativo 📻 junto al @MashiRafael, @marcelaguinaga y @Pedro_Solines_ en @RadioMorena640, donde demostramos que somos los únicos que representamos el cambio con propuestas reales. Este 5 de febrero, llega el cambio, votando todo lista 5️⃣. https://t.co/if8pesZj3z","Arrancamos la semana con un encuentro informativo 📻 junto al @MashiRafael, @marcelaguinaga y @Pedro_Solines_ en @RadioMorena640, donde demostramos que somos los únicos que representamos el cambio con propuestas reales. Este 5 de febrero, llega el cambio, votando todo lista 5️⃣. https://t.co/if8pesZj3z",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,103,278,FALSE,NA,FALSE,NA,es,FALSE,NA,278,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T13:25:17Z,1620050520403746800,1620050520403746820,"Ya estamos conectados en el diálogo informativo junto a @MashiRafael, @marcelaguinaga y @Pedro_Solines_ para conversar sobre el cambio que merece Guayaquil y todo Guayas. Sintonízanos aquí ➡️ https://t.co/NFFQjgkfKZ","Ya estamos conectados en el diálogo informativo junto a @MashiRafael, @marcelaguinaga y @Pedro_Solines_ para conversar sobre el cambio que merece Guayaquil y todo Guayas. Sintonízanos aquí ➡️ https://t.co/NFFQjgkfKZ",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,37,97,FALSE,NA,FALSE,NA,es,FALSE,NA,215,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T04:21:10Z,1619913588155768800,1619913588155768832,"Mañana estaremos en un enlace informativo, junto al @MashiRafael, @marcelaguinaga y Pedro Solines, para dialogar sobre nuestras propuestas de cambio para rescatar a Guayaquil y a la provincia. Los esperamos a las 8:00 por @RadioMorena640. 
#AquilesAlcalde https://t.co/636vfS4xO2","Mañana estaremos en un enlace informativo, junto al @MashiRafael, @marcelaguinaga y Pedro Solines, para dialogar sobre nuestras propuestas de cambio para rescatar a Guayaquil y a la provincia. Los esperamos a las 8:00 por @RadioMorena640. 
#AquilesAlcalde https://t.co/636vfS4xO2",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,212,509,FALSE,NA,FALSE,NA,es,FALSE,NA,255,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-29T03:32:20Z,1619538909003939800,1619538909003939842,"Pascuales, Flor de Bastión, Bastión Popular, Balerio Estacio y la Florida saben que es tiempo de cambio. 

Gracias familias del distrito 2 por demostrarnos su apoyo y cariño a este equipo que trabajará por el bienestar que merecen. Este 5 de febrero, #votatodito5 
#AquilesAlcalde https://t.co/ej3H7psyCT","Pascuales, Flor de Bastión, Bastión Popular, Balerio Estacio y la Florida saben que es tiempo de cambio. 

Gracias familias del distrito 2 por demostrarnos su apoyo y cariño a este equipo que trabajará por el bienestar que merecen. Este 5 de febrero, #votatodito5 
#AquilesAlcalde https://t.co/ej3H7psyCT",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,255,608,FALSE,NA,FALSE,NA,es,FALSE,NA,280,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-28T15:12:23Z,1619352694669598700,1619352694669598720,"Las familias del Suburbio mantienen la esperanza de que en pocos días el cambio llega a Guayaquil con seguridad, transporte digno, oportunidades, salud y bienestar.
Este 5 de febrero, elige con el corazón y vota todito 5️⃣, la del #PoderDelCambio. 
#AquilesAlcalde https://t.co/DEUf0pfa8n","Las familias del Suburbio mantienen la esperanza de que en pocos días el cambio llega a Guayaquil con seguridad, transporte digno, oportunidades, salud y bienestar.
Este 5 de febrero, elige con el corazón y vota todito 5️⃣, la del #PoderDelCambio. 
#AquilesAlcalde https://t.co/DEUf0pfa8n",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,224,517,FALSE,NA,FALSE,NA,es,FALSE,NA,264,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-27T18:11:24Z,1619035359232557e3,1619035359232557057,"Nuestro compromiso, junto a @marcelaguinaga es cambiar la vida de las familias guayaquileñas. Llevamos el programa #CuidandoVidas que lleva servicios gratuitos a las mujeres. 
Estos beneficios serán permanentes en nuestras Unidades Municipales Parroquiales. 💪🏼
#VotaTodo5 https://t.co/HRUHTnZ4l0","Nuestro compromiso, junto a @marcelaguinaga es cambiar la vida de las familias guayaquileñas. Llevamos el programa #CuidandoVidas que lleva servicios gratuitos a las mujeres. 
Estos beneficios serán permanentes en nuestras Unidades Municipales Parroquiales. 💪🏼
#VotaTodo5 https://t.co/HRUHTnZ4l0",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,88,197,FALSE,NA,FALSE,NA,es,FALSE,NA,271,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-27T18:02:44Z,1619033178865537e3,1619033178865537024,"En @radioi99 ratifiqué mi compromiso de actuar ante la delincuencia con mano dura, pero con un verdadero plan de política criminal que devuelva la paz a las familias guayaquileñas. 

Este 5 de febrero, votar por la 5️⃣ es votar por una Guayaquil segura. 
#AquilesAlcalde https://t.co/AiaVmGSj2O","En @radioi99 ratifiqué mi compromiso de actuar ante la delincuencia con mano dura, pero con un verdadero plan de política criminal que devuelva la paz a las familias guayaquileñas. 

Este 5 de febrero, votar por la 5️⃣ es votar por una Guayaquil segura. 
#AquilesAlcalde https://t.co/AiaVmGSj2O",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,128,204,FALSE,NA,FALSE,NA,es,FALSE,NA,270,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-27T15:33:46Z,1618995690864271400,1618995690864271360,"En @radio_sucre700 conversamos sobre nuestra propuesta de transporte fluvial, que conectará al sur con el centro, impulsará el turismo y generará comercio y empleo. ¡Ese es el cambio que queremos para Guayaquil y juntos lo haremos realidad! #VotaTodo5 #AquilesAlcalde https://t.co/7XiOyK3oGk","En @radio_sucre700 conversamos sobre nuestra propuesta de transporte fluvial, que conectará al sur con el centro, impulsará el turismo y generará comercio y empleo. ¡Ese es el cambio que queremos para Guayaquil y juntos lo haremos realidad! #VotaTodo5 #AquilesAlcalde https://t.co/7XiOyK3oGk",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,94,227,FALSE,NA,FALSE,NA,es,FALSE,NA,267,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-27T15:12:12Z,1618990261211922400,1618990261211922433,"¡BASTIÓN POPULAR ESTÁ CON EL EQUIPO DEL CAMBIO! 💪🏼

Este 5 de febrero, contamos contigo para iniciar una nueva historia para la ciudad. 
#AquilesAlcalde #VotaTodito5 ✋🏼 https://t.co/UH7Lqi8SOO","¡BASTIÓN POPULAR ESTÁ CON EL EQUIPO DEL CAMBIO! 💪🏼

Este 5 de febrero, contamos contigo para iniciar una nueva historia para la ciudad. 
#AquilesAlcalde #VotaTodito5 ✋🏼 https://t.co/UH7Lqi8SOO",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,217,488,FALSE,NA,FALSE,NA,es,FALSE,NA,168,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-27T13:22:30Z,1618962653631901700,1618962653631901698,"Recorrimos junto a @marcelaguinaga el Guasmo Norte, donde las familias nos piden: ¡queremos un cambio! 
Nosotros somos los únicos que representamos ese cambio, con propuestas reales que solucionan los problemas de los guayaquileños. 
#AquilesAlcalde #VotaTodito5 https://t.co/PYQJuFksnL","Recorrimos junto a @marcelaguinaga el Guasmo Norte, donde las familias nos piden: ¡queremos un cambio! 
Nosotros somos los únicos que representamos ese cambio, con propuestas reales que solucionan los problemas de los guayaquileños. 
#AquilesAlcalde #VotaTodito5 https://t.co/PYQJuFksnL",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,103,251,FALSE,NA,FALSE,NA,es,FALSE,NA,262,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
