screen_name;created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable;;
CynthiaViteri6;"Guayaquil se caracteriza por su solidaridad pero también por su gente trabajadora, hombres y mujeres que caminan hacia el progreso, trabajando por los suyos y sus sueños. https://t.co/AbIdTIupCk"",FALSE,,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",1621179099397111800,1621179099397111808,315377387,315377387,CynthiaViteri6,,,,NA,FALSE,4,19,FALSE,NA,FALSE,NA,es,FALSE,NA,274,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-02T16:09:52Z,1621179099397111800,1621179099397111808,""GUAYAQUIL NO JUEGA A LOS DADOS";;
CynthiaViteri6;"Durante estos cuatro años de administración nos hemos enfrentado a una pandemia, a la falta de garantía de seguridad, a hospitales sin recursos y, sin embargo, hemos sabido suplir la emergencia del Gobierno Nacional, https://t.co/UtByGLSvBW"",""GUAYAQUIL NO JUEGA A LOS DADOS";;
CynthiaViteri6;"Durante estos cuatro años de administración nos hemos enfrentado a una pandemia, a la falta de garantía de seguridad, a hospitales sin recursos y, sin embargo, hemos sabido suplir la emergencia del Gobierno Nacional, https://t.co/UtByGLSvBW"",FALSE,,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",NA,NA,NA,NA,NA,,,,NA,FALSE,21,91,FALSE,NA,FALSE,NA,es,FALSE,NA,247,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-02T15:31:59Z,1621169566406549500,1621169566406549505,Seguiremos trabajando por ti con la construcción del Centro Valientes Sur. #La6esTodo #LaAlcaldíaDeLaGente https://t.co/Wx0c2nNOVU,Seguiremos trabajando por ti con la construcción del Centro Valientes Sur. #La6esTodo #LaAlcaldíaDeLaGente https://t.co/Wx0c2nNOVU,FALSE,,""<a href=""""https://mobile.twitter.com"""" rel=""""nofollow"""">Twitter Web App</a>"",NA,NA,NA,NA,NA,,,,NA,FALSE,11,48,FALSE,NA,FALSE,NA,es,FALSE,NA,106,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-02T15:11:51Z,1621164501138813e3,1621164501138812928,HOY cierre de campaña. Los espero en la Av. 9 de octubre a las 15h00. #LaAlcaldíaDeLaGente https://t.co/WeFJc8hhE5,HOY cierre de campaña. Los espero en la Av. 9 de octubre a las 15h00. #LaAlcaldíaDeLaGente https://t.co/WeFJc8hhE5,FALSE,,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",NA,NA,NA,NA,NA,,,,NA,FALSE,25,146,FALSE,NA,FALSE,NA,es,FALSE,NA,90,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-02T14:02:34Z,1621147064116854800,1621147064116854784,""Continuaremos apoyando la educación de niños, niñas y jóvenes con espacios para su desarrollo. #LaAlcaldíaDeLaGente https://t.co/5AJ8c3fW8m"",""Continuaremos apoyando la educación de niños, niñas y jóvenes con espacios para su desarrollo. #LaAlcaldíaDeLaGente https://t.co/5AJ8c3fW8m"",FALSE,,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",NA,NA,NA,NA,NA,,,,NA,FALSE,13,80,FALSE,NA,FALSE,NA,es,FALSE,NA,115,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-02T02:17:36Z,1620969654242902e3,1620969654242902016,Sintonicen mañana Radio Sucre a las 07h30. Los espero. #LaAlcaldíaDeLaGente https://t.co/v1iRMq9ets,Sintonicen mañana Radio Sucre a las 07h30. Los espero. #LaAlcaldíaDeLaGente https://t.co/v1iRMq9ets,FALSE,,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",NA,NA,NA,NA,NA,,,,NA,FALSE,7,36,FALSE,NA,FALSE,NA,es,FALSE,NA,75,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-02T02:02:36Z,1620965879755452400,1620965879755452418,Comercializamos y construimos nuevos planes habitacionales para las familias guayaquileñas. #La6esTodo #LaAlcaldíaDeLaGente https://t.co/9umhfpK6jr,Comercializamos y construimos nuevos planes habitacionales para las familias guayaquileñas. #La6esTodo #LaAlcaldíaDeLaGente https://t.co/9umhfpK6jr,FALSE,,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",NA,NA,NA,NA,NA,,,,NA,FALSE,17,52,FALSE,NA,FALSE,NA,es,FALSE,NA,123,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-02T01:02:12Z,1620950681636188200,1620950681636188160,""Además, empezaremos la legalización de los titulos de propiedad en Ciudad de Dios con la ordenanza ya aprobada por el Concejo Cantonal.";;
CynthiaViteri6;"Seguiremos haciendo obra pública y social porque nosotros escuchamos sus necesidades e iremos más allá por su bienestar. #LaAlcaldíaDeLaGente https://t.co/sk0sQK1nXL"",""Además, empezaremos la legalización de los titulos de propiedad en Ciudad de Dios con la ordenanza ya aprobada por el Concejo Cantonal.";;
CynthiaViteri6;"Seguiremos haciendo obra pública y social porque nosotros escuchamos sus necesidades e iremos más allá por su bienestar. #LaAlcaldíaDeLaGente https://t.co/sk0sQK1nXL"",FALSE,,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",1620950657149845500,1620950657149845504,315377387,315377387,CynthiaViteri6,,,,NA,FALSE,9,26,FALSE,NA,FALSE,NA,es,FALSE,NA,277,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-02T01:02:07Z,1620950657149845500,1620950657149845504,""En Ciudad de Dios cerramos la campaña del Distrito 2.";;
CynthiaViteri6;"En todas las cooperativas de Monte Sinahí hemos llevado tablets a estudiantes, alimentos, construido nuevas calles y bajado el costo del tanquero del agua para apoyar a quienes más lo necesitan. https://t.co/eQoi0y0WAT"",""En Ciudad de Dios cerramos la campaña del Distrito 2.";;
CynthiaViteri6;"En todas las cooperativas de Monte Sinahí hemos llevado tablets a estudiantes, alimentos, construido nuevas calles y bajado el costo del tanquero del agua para apoyar a quienes más lo necesitan. https://t.co/eQoi0y0WAT"",FALSE,,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",NA,NA,NA,NA,NA,,,,NA,FALSE,22,94,FALSE,NA,FALSE,NA,es,FALSE,NA,248,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-02T00:00:18Z,1620935100627026e3,1620935100627025920,""Si un gobierno no te da salud, educación, ni seguridad entonces es mejor…. https://t.co/k2Qd8UHV5V"",""Si un gobierno no te da salud, educación, ni seguridad entonces es mejor…. https://t.co/k2Qd8UHV5V"",FALSE,,""<a href=""""https://mobile.twitter.com"""" rel=""""nofollow"""">Twitter Web App</a>"",NA,NA,NA,NA,NA,,,,NA,FALSE,105,391,FALSE,NA,FALSE,NA,es,FALSE,NA,74,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-01T23:31:07Z,1620927758980489200,1620927758980489217,Continuaremos con la obra pública y la social porque el bienestar de la gente siempre será nuestra prioridad. https://t.co/CHt1ORo0ly,Continuaremos con la obra pública y la social porque el bienestar de la gente siempre será nuestra prioridad. https://t.co/CHt1ORo0ly,FALSE,,""<a href=""""https://mobile.twitter.com"""" rel=""""nofollow"""">Twitter Web App</a>"",NA,NA,NA,NA,NA,,,,NA,FALSE,20,75,FALSE,NA,FALSE,NA,es,FALSE,NA,109,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-01T22:36:52Z,1620914104352505900,1620914104352505856,10 nuevas clínicas móviles recorrerán la ciudad porque priorizamos la salud de los guayaquileños. #La6esTodo #LaAlcaldíaDeLaGente https://t.co/t76ZI9Kxiy,10 nuevas clínicas móviles recorrerán la ciudad porque priorizamos la salud de los guayaquileños. #La6esTodo #LaAlcaldíaDeLaGente https://t.co/t76ZI9Kxiy,FALSE,,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",NA,NA,NA,NA,NA,,,,NA,FALSE,8,32,FALSE,NA,FALSE,NA,es,FALSE,NA,129,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-01T20:14:31Z,1620878283092152300,1620878283092152320,Veo sus sonrisas y su alegría y confirmo que todo este trabajo ha valido la pena. Sé que siempre estaré en sus corazones así que ustedes siempre estarán en el mío. Siempre cuenten conmigo y #LaAlcaldíaDeLaGente. https://t.co/f1nuyBdWz7,Veo sus sonrisas y su alegría y confirmo que todo este trabajo ha valido la pena. Sé que siempre estaré en sus corazones así que ustedes siempre estarán en el mío. Siempre cuenten conmigo y #LaAlcaldíaDeLaGente. https://t.co/f1nuyBdWz7,FALSE,,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",NA,NA,NA,NA,NA,,,,NA,FALSE,12,61,FALSE,NA,FALSE,NA,es,FALSE,NA,211,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-01T19:55:57Z,1620873609630859300,1620873609630859264,Jóvenes: libres de escoger la carrera que quieren estudiar. #LaAlcaldíaDeLaGente https://t.co/rYi1HJScok,Jóvenes: libres de escoger la carrera que quieren estudiar. #LaAlcaldíaDeLaGente https://t.co/rYi1HJScok,FALSE,,""<a href=""""https://mobile.twitter.com"""" rel=""""nofollow"""">Twitter Web App</a>"",NA,NA,NA,NA,NA,,,,NA,FALSE,5,25,FALSE,NA,FALSE,NA,es,FALSE,NA,80,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-01T19:20:02Z,1620864568942796800,1620864568942796800,Continuaremos utilizando los recursos que tenemos para garantizar el bienestar de los guayaquileños. Nadie se queda atrás. #LaAlcaldiaDeLaGente https://t.co/cJ6UtNJOzG,Continuaremos utilizando los recursos que tenemos para garantizar el bienestar de los guayaquileños. Nadie se queda atrás. #LaAlcaldiaDeLaGente https://t.co/cJ6UtNJOzG,FALSE,,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",1620864558557708300,1620864558557708288,315377387,315377387,CynthiaViteri6,,,,NA,FALSE,1,16,FALSE,NA,FALSE,NA,es,FALSE,NA,143,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-01T19:19:59Z,1620864558557708300,1620864558557708288,""En esta administración se ha gestionado, desde las distintas direcciones municipales, la atención integral de personas con discapacidad, jóvenes caídos en drogas, familias de escasos recursos y otros grupos vulnerables de la ciudad. https://t.co/V7lsJ0v9UY"",""En esta administración se ha gestionado, desde las distintas direcciones municipales, la atención integral de personas con discapacidad, jóvenes caídos en drogas, familias de escasos recursos y otros grupos vulnerables de la ciudad. https://t.co/V7lsJ0v9UY"",FALSE,,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",1.6208645495860961e+18,1620864549586096129,315377387,315377387,CynthiaViteri6,,,,NA,FALSE,1,16,FALSE,NA,FALSE,NA,es,FALSE,NA,232,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-01T19:19:57Z,1.6208645495860961e+18,1620864549586096129,""Además de las 2 plantas de tratamiento de residuos en construcción, los más de 2.000 km. de calles reparados o las más de 20 canchas y espacios deportivos levantados para el beneficio de todos, se trabaja constantemente en la restitución de la integridad de todos. https://t.co/sCMQn4u1OD"",""Además de las 2 plantas de tratamiento de residuos en construcción, los más de 2.000 km. de calles reparados o las más de 20 canchas y espacios deportivos levantados para el beneficio de todos, se trabaja constantemente en la restitución de la integridad de todos. https://t.co/sCMQn4u1OD"",FALSE,,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",NA,NA,NA,NA,NA,,,,NA,FALSE,4,32,FALSE,NA,FALSE,NA,es,FALSE,NA,264,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-01T18:22:12Z,1620850015383220200,1620850015383220224,Con la Tarjeta Única de movilidad contarás con un seguro de asistencia médica para ser atendido por los mejores doctores. Esta es #LaAlcaldíaDeLaGente https://t.co/qInUlYNYgD,Con la Tarjeta Única de movilidad contarás con un seguro de asistencia médica para ser atendido por los mejores doctores. Esta es #LaAlcaldíaDeLaGente https://t.co/qInUlYNYgD,FALSE,,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",NA,NA,NA,NA,NA,,,,NA,FALSE,10,47,FALSE,NA,FALSE,NA,es,FALSE,NA,150,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-01T16:53:43Z,1620827749832339500,1620827749832339456,Hoy el cierre de campaña es en el Distrito 2. Los esperamos. #LaAlcaldíaDeLaGente https://t.co/zQJhPyWcOq,Hoy el cierre de campaña es en el Distrito 2. Los esperamos. #LaAlcaldíaDeLaGente https://t.co/zQJhPyWcOq,FALSE,,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",NA,NA,NA,NA,NA,,,,NA,FALSE,5,47,FALSE,NA,FALSE,NA,es,FALSE,NA,81,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-01T16:17:16Z,1620818575329206300,1620818575329206272,Impulsamos el desarrollo de habilidades con el primer equipo de e-sports de la ciudad. #LaAlcaldíaDeLaGente https://t.co/Hb0pIeRudI,Impulsamos el desarrollo de habilidades con el primer equipo de e-sports de la ciudad. #LaAlcaldíaDeLaGente https://t.co/Hb0pIeRudI,FALSE,,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",NA,NA,NA,NA,NA,,,,NA,FALSE,3,22,FALSE,NA,FALSE,NA,es,FALSE,NA,107,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-01T15:43:13Z,1620810005053309e3,1620810005053308928,Acercamos la tecnología de forma gratuita. #La6esTodo #LaAlcaldíaDeLaGente https://t.co/izQuvUFV28,Acercamos la tecnología de forma gratuita. #La6esTodo #LaAlcaldíaDeLaGente https://t.co/izQuvUFV28,FALSE,,""<a href=""""https://mobile.twitter.com"""" rel=""""nofollow"""">Twitter Web App</a>"",NA,NA,NA,NA,NA,,,,NA,FALSE,3,11,FALSE,NA,FALSE,NA,es,FALSE,NA,74,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-01T15:03:03Z,1620799898512932900,1620799898512932866,""Además, con la Tarjeta Única todos podrán pagar el pasaje y tendrán la opción de tener un seguro de salud y de accidentes de tránsito con un costo mínimo anual de USD $5. Todo esto lo hacemos pensando en ustedes y en sus necesidades. Esta es #LaAlcaldíaDeLaGente. https://t.co/rChpukmENM"",""Además, con la Tarjeta Única todos podrán pagar el pasaje y tendrán la opción de tener un seguro de salud y de accidentes de tránsito con un costo mínimo anual de USD $5. Todo esto lo hacemos pensando en ustedes y en sus necesidades. Esta es #LaAlcaldíaDeLaGente. https://t.co/rChpukmENM"",FALSE,,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",1620799882406813700,1620799882406813701,315377387,315377387,CynthiaViteri6,,,,NA,FALSE,1,19,FALSE,NA,FALSE,NA,es,FALSE,NA,263,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-01T15:02:59Z,1620799882406813700,1620799882406813701,""El mejor transporte público es el que la gente puede pagar. Durante tres años hemos mantenido a la Metrovía para que no aumente el costo del pasaje y apoyaremos la economía de las familias con pasaje gratuito para estudiantes, personas con discapacidad y de la tercera edad. https://t.co/KILXQkWGq1"",""El mejor transporte público es el que la gente puede pagar. Durante tres años hemos mantenido a la Metrovía para que no aumente el costo del pasaje y apoyaremos la economía de las familias con pasaje gratuito para estudiantes, personas con discapacidad y de la tercera edad. https://t.co/KILXQkWGq1"",FALSE,,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",NA,NA,NA,NA,NA,,,,NA,FALSE,18,143,FALSE,NA,FALSE,NA,es,FALSE,NA,274,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-01T14:32:35Z,1620792230381490200,1620792230381490177,Son 1.600 mujeres las que hoy cuentan con máquinas industriales para trabajar en la confección de ropa y calzado. Además tienen guardería para sus hijos. Esto es posible en #LaAlcaldíaDeLaGente. https://t.co/mcmzNrRsJC,Son 1.600 mujeres las que hoy cuentan con máquinas industriales para trabajar en la confección de ropa y calzado. Además tienen guardería para sus hijos. Esto es posible en #LaAlcaldíaDeLaGente. https://t.co/mcmzNrRsJC,FALSE,,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",NA,NA,NA,NA,NA,,,,NA,FALSE,7,26,FALSE,NA,FALSE,NA,es,FALSE,NA,194,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-01T13:37:50Z,1620778452487135200,1620778452487135233,La salud es un derecho es por ello que continuaremos construyendo espacios para que todos sean atendidos. #LaAlcaldíaDeLaGente https://t.co/wrKhNDP4oD,La salud es un derecho es por ello que continuaremos construyendo espacios para que todos sean atendidos. #LaAlcaldíaDeLaGente https://t.co/wrKhNDP4oD,FALSE,,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",NA,NA,NA,NA,NA,,,,NA,FALSE,19,64,FALSE,NA,FALSE,NA,es,FALSE,NA,126,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-01T02:23:56Z,1620608862545129500,1620608862545129473,Los espero mañana en una nueva gira de medios. #LaAlcaldíaDeLaGente no para. https://t.co/yVdwq4HRiQ,Los espero mañana en una nueva gira de medios. #LaAlcaldíaDeLaGente no para. https://t.co/yVdwq4HRiQ,FALSE,,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",NA,NA,NA,NA,NA,,,,NA,FALSE,14,36,FALSE,NA,FALSE,NA,es,FALSE,NA,76,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA";;
CynthiaViteri6;"2023-02-01T02:08:51Z,1620605064456077300,1620605064456077312,""Además, profundizaremos la construcción de calles, agua potable y alcantarillado para su bienestar.";;
CynthiaViteri6;;;
CynthiaViteri6;"Nuestro trabajo no se detendrá, aquí seguimos porque esta es #LaAlcaldíaDeLaGente. https://t.co/OQLM7TJL1i"",""Además, profundizaremos la construcción de calles, agua potable y alcantarillado para su bienestar.";;
CynthiaViteri6;;;
